NP_0216A	CHR	109192	109845	+	1	109192	109845	-
NP_0218A	CHR	109979	111949	+	2	109979	111949	-
NP_0220A	CHR	112022	113230	+	2	112022	113230	-
NP_0222A	CHR	113243	113893	-	-2	113893	113243	-
NP_0224A	CHR	113894	114472	-	-2	114472	113894	-
NP_0226A	CHR	114563	115762	+	2	114563	115762	-
NP_0228A	CHR	115759	116163	-	-3	116163	115759	-
NP_0230A	CHR	116202	116495	-	-1	116495	116202	-
NP_0232A	CHR	116570	119140	+	2	116570	119140	-
NP_0234A	CHR	119262	119927	+	3	119262	119927	-
NP_0236A	CHR	119978	121303	+	2	119978	121303	-
NP_0237H	CHR	121305	121388	-	-1	121388	121305	pseudo
NP_0238A	CHR	121388	122128	-	-2	122128	121388	-
NP_0240A	CHR	122209	122916	+	1	122209	122916	-
NP_0242A	CHR	122922	123458	-	-1	123458	122922	-
NP_0244A	CHR	123562	124578	+	1	123562	124578	-
NP_0246A	CHR	124769	125359	-	-2	125359	124769	-
NP_0248A	CHR	125615	126523	-	-2	126523	125615	-
NP_0250A	CHR	126622	127140	-	-3	127140	126622	-
NP_0252A	CHR	127201	127626	-	-3	127626	127201	-
NP_0254A	CHR	127826	129019	-	-2	129019	127826	-
NP_0256A	CHR	129109	130542	+	1	129109	130542	-
NP_0258A	CHR	130549	132777	-	-3	132777	130549	-
NP_0260A	CHR	132850	133890	-	-3	133890	132850	-
NP_0262A	CHR	134001	134861	+	3	134001	134861	-
NP_0264A	CHR	134926	135621	+	1	134926	135621	-
NP_0266A	CHR	135780	137201	+	3	135780	137201	-
NP_0268A	CHR	137237	137629	+	2	137237	137629	-
NP_0270A	CHR	137626	138867	-	-3	138867	137626	-
NP_0272A	CHR	139165	140745	-	-3	140745	139165	-
NP_0274A	CHR	140894	141598	+	2	140894	141598	-
NP_0276A	CHR	141644	141913	+	2	141644	141913	-
NP_0278A	CHR	142022	142705	+	2	142022	142705	-
NP_0280A	CHR	142796	144079	-	-2	144079	142796	-
NP_0282A	CHR	144163	145368	-	-3	145368	144163	-
NP_0284A	CHR	145365	146648	-	-1	146648	145365	-
NP_0286A	CHR	146762	147661	-	-2	147661	146762	-
NP_0288A	CHR	147932	150550	+	2	147932	150550	-
NP_0290A	CHR	150645	150926	+	3	150645	150926	-
NP_0292A	CHR	150936	151502	-	-1	151502	150936	-
NP_0294A	CHR	151686	152906	-	-1	152906	151686	-
NP_0296A	CHR	153092	153178	+	2	153092	153178	pseudo
NP_0298A	CHR	153318	153623	-	-1	153623	153318	-
NP_0300A	CHR	154058	154582	+	2	154058	154582	-
NP_0302A	CHR	154579	155526	+	1	154579	155526	-
NP_0304A	CHR	155694	156962	+	3	155694	156962	-
NP_0306A	CHR	156966	157274	+	3	156966	157274	-
NP_0308A	CHR	157614	158381	+	3	157614	158381	-
NP_0310A	CHR	158426	158932	-	-2	158932	158426	-
NP_0312A	CHR	158981	159565	-	-2	159565	158981	-
NP_0314A	CHR	159958	161361	+	1	159958	161361	-
NP_0316A	CHR	161412	161849	+	3	161412	161849	-
NP_0318A	CHR	161846	162856	+	2	161846	162856	-
NP_0320A	CHR	162859	164205	-	-3	164205	162859	-
NP_0322A	CHR	164418	165404	-	-1	165404	164418	-
NP_0324A	CHR	166425	167975	+	3	166425	167975	-
NP_0326A	CHR	168029	168880	+	2	168029	168880	-
NP_0328A	CHR	168877	170613	+	1	168877	170613	-
NP_0330A	CHR	170712	172493	+	3	170712	172493	-
NP_0332A	CHR	172562	174223	+	2	172562	174223	-
NP_0334A	CHR	174256	174540	-	-3	174540	174256	-
NP_0336A	CHR	174668	177205	+	2	174668	177205	-
NP_0338A	CHR	177202	177936	-	-3	177936	177202	-
NP_0340A	CHR	178031	178510	+	2	178031	178510	-
NP_0342A	CHR	178643	178999	+	2	178643	178999	-
NP_0344A	CHR	179002	179181	-	-3	179181	179002	-
NP_0346A	CHR	179274	180416	+	3	179274	180416	-
NP_0348A	CHR	180423	181421	-	-1	181421	180423	-
NP_0350A	CHR	181468	181650	-	-3	181650	181468	-
NP_0352A	CHR	181760	182224	+	2	181760	182224	-
NP_0354A	CHR	182287	182661	+	1	182287	182661	-
NP_0356A	CHR	182679	183410	+	3	182679	183410	-
NP_0358A	CHR	183376	183942	-	-3	183942	183376	-
NP_0360A	CHR	183996	185072	-	-1	185072	183996	-
NP_0362A	CHR	185131	188265	-	-3	188265	185131	-
NP_0364A	CHR	188526	188852	-	-1	188852	188526	-
NP_0366A	CHR	188972	190252	+	2	188972	190252	-
NP_0368A	CHR	190249	191868	-	-3	191868	190249	-
NP_0370A	CHR	192064	192549	+	1	192064	192549	-
NP_0372A	CHR	192546	193538	-	-1	193538	192546	-
NP_0374A	CHR	193774	194592	-	-3	194592	193774	-
NP_0376A	CHR	194589	195029	-	-1	195029	194589	-
NP_0378A	CHR	195075	195299	-	-1	195299	195075	-
NP_0379C	CHR	195340	195528	-	-3	195528	195340	-
NP_0380A	CHR	195629	196741	+	2	195629	196741	-
NP_0382A	CHR	196784	197503	+	2	196784	197503	-
NP_0384A	CHR	197666	198634	+	2	197666	198634	-
NP_0386A	CHR	198637	198927	+	1	198637	198927	-
NP_0388A	CHR	199018	199311	+	1	199018	199311	-
NP_0390A	CHR	199378	199728	-	-3	199728	199378	-
NP_0392A	CHR	199759	200343	-	-3	200343	199759	-
NP_0394A	CHR	200340	200777	-	-1	200777	200340	-
NP_0396A	CHR	200803	201252	-	-3	201252	200803	-
NP_0398A	CHR	201425	202042	+	2	201425	202042	-
NP_0400A	CHR	202081	202446	+	1	202081	202446	-
NP_0402A	CHR	202443	202907	-	-1	202907	202443	-
NP_0404A	CHR	203241	205214	-	-1	205214	203241	-
NP_0406A	CHR	205390	206001	-	-3	206001	205390	-
NP_0408A	CHR	206077	206424	+	1	206077	206424	-
NP_0410A	CHR	206474	207430	+	2	206474	207430	-
NP_0412A	CHR	207489	207881	+	3	207489	207881	-
NP_0414A	CHR	207878	208606	-	-2	208606	207878	-
NP_0416A	CHR	208685	209218	-	-2	209218	208685	-
NP_0418A	CHR	209283	210242	-	-1	210242	209283	-
NP_0424A	CHR	216903	217220	-	-1	217220	216903	-
NP_0426A	CHR	217453	217650	+	1	217453	217650	-
NP_0428A	CHR	217862	218914	+	2	217862	218914	-
NP_0430A	CHR	218911	219303	-	-3	219303	218911	-
NP_0432A	CHR	219329	220165	-	-2	220165	219329	-
NP_0434A	CHR	220252	220551	+	1	220252	220551	-
NP_0436A	CHR	220651	221733	+	1	220651	221733	-
NP_0438A	CHR	221788	223041	+	1	221788	223041	-
NP_0440A	CHR	223048	225351	-	-3	225351	223048	-
NP_0442A	CHR	225419	226969	-	-2	226969	225419	-
NP_0444A	CHR	227029	228039	-	-3	228039	227029	-
NP_0446A	CHR	228118	228840	-	-3	228840	228118	-
NP_0448A	CHR	228943	229938	+	1	228943	229938	-
NP_0450A	CHR	229957	230157	-	-3	230157	229957	-
NP_0452A	CHR	230277	232919	+	3	230277	232919	-
NP_0454A	CHR	232974	233432	+	3	232974	233432	-
NP_0456A	CHR	233439	233603	-	-1	233603	233439	-
NP_0458A	CHR	233697	234461	+	3	233697	234461	-
NP_0460A	CHR	234463	234963	-	-3	234963	234463	pseudo
NP_0462A	CHR	235136	235654	-	-2	235654	235136	-
NP_0464A	CHR	235788	236366	+	3	235788	236366	-
NP_0466A	CHR	236359	236817	-	-3	236817	236359	-
NP_0468A	CHR	236900	237346	+	2	236900	237346	-
NP_0470A	CHR	237343	237648	+	1	237343	237648	-
NP_0472A	CHR	237702	238022	-	-1	238022	237702	-
NP_0474A	CHR	238128	238649	+	3	238128	238649	-
NP_0476A	CHR	238701	242297	-	-1	242297	238701	-
NP_0478A	CHR	242313	242735	-	-1	242735	242313	-
NP_0480A	CHR	242814	242981	-	-1	242981	242814	-
NP_0482A	CHR	243124	244875	-	-3	244875	243124	-
NP_0484A	CHR	244987	245817	+	1	244987	245817	-
NP_0486A	CHR	245846	246172	-	-2	246172	245846	-
NP_0488A	CHR	246267	246740	+	3	246267	246740	-
NP_0490A	CHR	246779	247285	-	-2	247285	246779	-
NP_0492A	CHR	247302	249545	-	-1	249545	247302	-
NP_0494A	CHR	249667	249909	+	1	249667	249909	-
NP_0496A	CHR	249976	250083	+	1	249976	250083	-
NP_0498A	CHR	250093	251007	-	-3	251007	250093	-
NP_0500A	CHR	251247	252539	+	3	251247	252539	-
NP_0502A	CHR	252589	253326	+	1	252589	253326	-
NP_0504A	CHR	253407	256340	+	3	253407	256340	-
NP_0506A	CHR	256439	256849	+	2	256439	256849	-
NP_0508A	CHR	256904	257440	+	2	256904	257440	-
NP_0510A	CHR	257510	258169	+	2	257510	258169	-
NP_0512A	CHR	258207	259292	+	3	258207	259292	-
NP_0514A	CHR	259309	259929	+	1	259309	259929	-
NP_0516A	CHR	259949	260311	-	-2	260311	259949	-
NP_0518A	CHR	260436	260882	+	3	260436	260882	-
NP_0520A	CHR	261067	261459	+	1	261067	261459	-
NP_0522A	CHR	261541	262302	+	1	261541	262302	-
NP_0524A	CHR	262295	262627	-	-2	262627	262295	-
NP_0526A	CHR	262693	262881	+	1	262693	262881	-
NP_0528A	CHR	262967	263908	+	2	262967	263908	-
NP_0530A	CHR	263921	265273	-	-2	265273	263921	-
NP_0532A	CHR	265392	266468	+	3	265392	266468	-
NP_0534A	CHR	266536	267126	+	1	266536	267126	-
NP_0536A	CHR	267133	269271	-	-3	269271	267133	-
NP_0538A	CHR	269331	271964	-	-1	271964	269331	-
NP_0540A	CHR	272018	274753	-	-2	274753	272018	-
NP_0542A	CHR	274750	275238	-	-3	275238	274750	-
NP_0544A	CHR	275242	276276	-	-3	276276	275242	-
NP_0546A	CHR	276427	277785	-	-3	277785	276427	-
NP_0548A	CHR	277849	278238	-	-3	278238	277849	-
NP_0550A	CHR	278394	279578	+	3	278394	279578	-
NP_0552A	CHR	279582	280043	+	3	279582	280043	-
NP_0554A	CHR	280185	280928	-	-1	280928	280185	-
NP_0556A	CHR	281019	282569	-	-1	282569	281019	-
NP_0558A	CHR	282571	283560	-	-3	283560	282571	-
NP_0560A	CHR	283557	284681	-	-1	284681	283557	-
NP_0562A	CHR	284828	285757	-	-2	285757	284828	-
NP_0564A	CHR	285847	288231	+	1	285847	288231	-
NP_0566A	CHR	288542	288925	+	2	288542	288925	-
NP_0568A	CHR	288922	289128	+	1	288922	289128	-
NP_0570A	CHR	289534	291219	+	1	289534	291219	-
NP_0572A	CHR	291334	291801	+	1	291334	291801	-
NP_0574A	CHR	291851	292219	+	2	291851	292219	-
NP_0576A	CHR	292216	292836	-	-3	292836	292216	-
NP_0578A	CHR	292927	294228	+	1	292927	294228	-
NP_0580A	CHR	294289	295035	+	1	294289	295035	-
NP_0582A	CHR	295092	295547	+	3	295092	295547	-
NP_0584A	CHR	295590	296573	-	-1	296573	295590	-
NP_0586A	CHR	296715	298718	+	3	296715	298718	-
NP_0588A	CHR	298796	299920	+	2	298796	299920	-
NP_0590A	CHR	299964	300944	-	-1	300944	299964	-
NP_0592A	CHR	300964	301365	-	-3	301365	300964	-
NP_0594A	CHR	301370	302011	-	-2	302011	301370	-
NP_0596A	CHR	303234	304949	+	3	303234	304949	-
NP_0598A	CHR	305138	305923	+	2	305138	305923	-
NP_0600A	CHR	306004	306417	-	-3	306417	306004	-
NP_0602A	CHR	306547	307242	-	-3	307242	306547	-
NP_0604A	CHR	307344	308219	+	3	307344	308219	-
NP_0606A	CHR	308274	309107	+	3	308274	309107	-
NP_0608A	CHR	309117	310814	-	-1	310814	309117	-
NP_0610A	CHR	310814	313999	-	-2	313999	310814	-
NP_0612A	CHR	314206	314601	+	1	314206	314601	-
NP_0614A	CHR	314608	314859	+	1	314608	314859	-
NP_0616A	CHR	314978	315247	+	2	314978	315247	-
NP_0618A	CHR	315280	317127	-	-3	317127	315280	-
NP_0620A	CHR	317158	317712	-	-3	317712	317158	-
NP_0622A	CHR	317801	319597	-	-2	319597	317801	-
NP_0624A	CHR	319698	321233	-	-1	321233	319698	-
NP_0626A	CHR	321488	324631	+	2	321488	324631	-
NP_0628A	CHR	324621	324977	-	-1	324977	324621	-
NP_0630A	CHR	325084	325608	+	1	325084	325608	-
NP_0632A	CHR	325708	325941	+	1	325708	325941	-
NP_0634A	CHR	325942	326385	-	-3	326385	325942	-
NP_0636A	CHR	326446	326742	+	1	326446	326742	-
NP_0638A	CHR	326788	327006	+	1	326788	327006	-
NP_0640A	CHR	327003	327464	-	-1	327464	327003	-
NP_0642A	CHR	327687	328562	-	-1	328562	327687	-
NP_0644A	CHR	328741	328971	+	1	328741	328971	-
NP_0646A	CHR	328956	331331	+	3	328956	331331	-
NP_0648A	CHR	331328	331753	-	-2	331753	331328	-
NP_0650A	CHR	331783	332835	-	-3	332835	331783	-
NP_0652A	CHR	332828	333667	-	-2	333667	332828	-
NP_0654A	CHR	333784	335829	-	-3	335829	333784	-
NP_0656A	CHR	335826	336257	-	-1	336257	335826	-
NP_0658A	CHR	336329	336748	-	-2	336748	336329	-
NP_0660A	CHR	336945	337997	-	-1	337997	336945	-
NP_0662A	CHR	338049	338816	-	-1	338816	338049	-
NP_0664A	CHR	338904	339362	-	-1	339362	338904	-
NP_0666A	CHR	339472	339765	+	1	339472	339765	-
NP_0668A	CHR	339935	340120	+	2	339935	340120	-
NP_0670A	CHR	340204	341442	+	1	340204	341442	-
NP_0672A	CHR	341616	342251	+	3	341616	342251	-
NP_0674A	CHR	342248	342529	-	-2	342529	342248	-
NP_0676A	CHR	342672	342989	+	3	342672	342989	-
NP_0678A	CHR	342989	344827	+	2	342989	344827	-
NP_0680A	CHR	344888	345406	+	2	344888	345406	-
NP_0682A	CHR	345493	345897	+	1	345493	345897	-
NP_0684A	CHR	345954	346151	+	3	345954	346151	-
NP_0686A	CHR	346145	347203	-	-2	347203	346145	-
NP_0688A	CHR	347321	347917	+	2	347321	347917	-
NP_0690A	CHR	347982	348437	+	3	347982	348437	-
NP_0692A	CHR	348507	348842	-	-1	348842	348507	-
NP_0694A	CHR	348946	350664	-	-3	350664	348946	-
NP_0696A	CHR	350664	352178	-	-1	352178	350664	-
NP_0698A	CHR	352252	353247	-	-3	353247	352252	-
NP_0700A	CHR	353419	353586	+	1	353419	353586	-
NP_0702A	CHR	353570	354268	-	-2	354268	353570	-
NP_0704A	CHR	354268	355158	-	-3	355158	354268	-
NP_0706A	CHR	355488	356696	-	-1	356696	355488	-
NP_0707H	CHR	356899	357153	+	1	356899	357153	pseudo
NP_0708A	CHR	357193	357402	+	1	357193	357402	-
NP_0710A	CHR	357506	360304	+	2	357506	360304	-
NP_0712A	CHR	360346	360693	+	1	360346	360693	-
NP_0714A	CHR	360760	361422	-	-3	361422	360760	-
NP_0716A	CHR	361702	363030	+	1	361702	363030	-
NP_0718A	CHR	363027	364397	+	3	363027	364397	-
NP_0720A	CHR	364404	364691	-	-1	364691	364404	-
NP_0722A	CHR	364836	365606	+	3	364836	365606	-
NP_0724A	CHR	365698	365859	+	1	365698	365859	-
NP_0726A	CHR	365904	366644	+	3	365904	366644	-
NP_0728A	CHR	366651	367310	-	-1	367310	366651	-
NP_0730A	CHR	367344	368858	-	-1	368858	367344	-
NP_0732A	CHR	368952	369527	-	-1	369527	368952	-
NP_0734A	CHR	369742	370452	-	-3	370452	369742	-
NP_0736A	CHR	370577	371608	+	2	370577	371608	-
NP_0738A	CHR	371605	372900	+	1	371605	372900	-
NP_0740A	CHR	372955	373866	+	1	372955	373866	-
NP_0742A	CHR	373876	374595	-	-3	374595	373876	-
NP_0744A	CHR	374646	376697	-	-1	376697	374646	-
NP_0746A	CHR	376779	377594	-	-1	377594	376779	-
NP_0748A	CHR	377591	378538	-	-2	378538	377591	-
NP_0750A	CHR	378612	379997	-	-1	379997	378612	-
NP_0752A	CHR	379994	380368	-	-2	380368	379994	-
NP_0754A	CHR	380486	381544	+	2	380486	381544	-
NP_0756A	CHR	381566	382234	-	-2	382234	381566	-
NP_0758A	CHR	382425	384065	+	3	382425	384065	-
NP_0760A	CHR	384136	385125	+	1	384136	385125	-
NP_0762A	CHR	385122	386195	+	3	385122	386195	-
NP_0764A	CHR	386197	387363	+	1	386197	387363	-
NP_0766A	CHR	387353	389008	+	2	387353	389008	-
NP_0768A	CHR	389056	389541	+	1	389056	389541	-
NP_0770A	CHR	389538	390401	-	-1	390401	389538	-
NP_0772A	CHR	390398	390784	-	-2	390784	390398	-
NP_0774A	CHR	390824	391345	+	2	390824	391345	-
NP_0776A	CHR	391352	391609	-	-2	391609	391352	-
NP_0778A	CHR	391713	391859	-	-1	391859	391713	-
NP_0780A	CHR	392211	392378	+	3	392211	392378	-
NP_0782A	CHR	392556	394100	+	3	392556	394100	-
NP_0784A	CHR	394106	396520	+	2	394106	396520	-
NP_0786A	CHR	396524	397201	-	-2	397201	396524	-
NP_0788A	CHR	397316	397474	-	-2	397474	397316	-
NP_0790A	CHR	397634	398728	-	-2	398728	397634	-
NP_0792A	CHR	398841	399620	+	3	398841	399620	-
NP_0794A	CHR	399714	400418	+	3	399714	400418	-
NP_0796A	CHR	400680	401015	+	3	400680	401015	-
NP_0798A	CHR	401157	402011	-	-1	402011	401157	-
NP_0800A	CHR	402013	402615	-	-3	402615	402013	-
NP_0802A	CHR	402612	404102	-	-1	404102	402612	-
NP_0804A	CHR	404145	404672	-	-1	404672	404145	-
NP_0806A	CHR	404736	405530	-	-1	405530	404736	-
NP_0808A	CHR	405704	407029	+	2	405704	407029	-
NP_0810A	CHR	407300	408466	+	2	407300	408466	-
NP_0812A	CHR	408518	408691	+	2	408518	408691	-
NP_0814A	CHR	408691	409131	+	1	408691	409131	-
NP_0816A	CHR	409132	409437	-	-3	409437	409132	-
NP_0818A	CHR	409519	410274	+	1	409519	410274	-
NP_0820A	CHR	410271	410759	-	-1	410759	410271	-
NP_0822A	CHR	410853	411353	-	-1	411353	410853	-
NP_0824A	CHR	411460	412566	+	1	411460	412566	-
NP_0826A	CHR	412588	414063	-	-3	414063	412588	-
NP_0828A	CHR	414148	415971	-	-3	415971	414148	-
NP_0830A	CHR	415971	417677	-	-1	417677	415971	-
NP_0832A	CHR	417670	418053	-	-3	418053	417670	-
NP_0834A	CHR	418050	418604	-	-1	418604	418050	-
NP_0836A	CHR	418601	419188	-	-2	419188	418601	-
NP_0838A	CHR	419185	419541	-	-3	419541	419185	-
NP_0840A	CHR	419538	419822	-	-1	419822	419538	-
NP_0842A	CHR	419815	420897	-	-3	420897	419815	-
NP_0844A	CHR	421345	422163	+	1	421345	422163	-
NP_0846A	CHR	422173	422526	-	-3	422526	422173	-
NP_0848A	CHR	422675	423415	+	2	422675	423415	-
NP_0850A	CHR	423491	424531	+	2	423491	424531	-
NP_0852A	CHR	424577	425056	-	-2	425056	424577	-
NP_0854A	CHR	425053	426795	-	-3	426795	425053	-
NP_0856A	CHR	426792	427232	-	-1	427232	426792	-
NP_0858A	CHR	427334	428275	+	2	427334	428275	-
NP_0860A	CHR	428334	429317	+	3	428334	429317	-
NP_0862A	CHR	429408	431546	+	3	429408	431546	-
NP_0864A	CHR	431586	432668	+	3	431586	432668	-
NP_0866A	CHR	432869	433063	+	2	432869	433063	-
NP_0868A	CHR	433064	433468	-	-2	433468	433064	-
NP_0870A	CHR	433465	433998	-	-3	433998	433465	-
NP_0872A	CHR	434900	435988	-	-2	435988	434900	-
NP_0874A	CHR	436090	437394	+	1	436090	437394	-
NP_0876A	CHR	437391	437843	-	-1	437843	437391	-
NP_0878A	CHR	438102	439139	-	-1	439139	438102	-
NP_0880A	CHR	439277	439876	-	-2	439876	439277	-
NP_0882A	CHR	440031	442106	-	-1	442106	440031	-
NP_0884A	CHR	442156	443259	-	-3	443259	442156	-
NP_0886A	CHR	443376	443648	-	-1	443648	443376	-
NP_0888A	CHR	443688	444878	-	-1	444878	443688	-
NP_0890A	CHR	444965	445849	+	2	444965	445849	-
NP_0892A	CHR	445876	446577	+	1	445876	446577	-
NP_0894A	CHR	446639	447022	+	2	446639	447022	-
NP_0896A	CHR	447025	447515	-	-1	447515	447025	pseudo
NP_0898A	CHR	447639	449399	-	-1	449399	447639	-
NP_0900A	CHR	449469	450446	-	-1	450446	449469	-
NP_0902A	CHR	450547	450747	+	1	450547	450747	-
NP_0904A	CHR	450744	451100	+	3	450744	451100	-
NP_0906A	CHR	451104	451886	-	-1	451886	451104	-
NP_0908A	CHR	451886	452407	-	-2	452407	451886	-
NP_0910A	CHR	452578	454755	+	1	452578	454755	-
NP_0912A	CHR	454759	455553	+	1	454759	455553	-
NP_0914A	CHR	455550	456218	-	-1	456218	455550	-
NP_0916A	CHR	456345	456977	+	3	456345	456977	-
NP_0918A	CHR	457029	457496	-	-1	457496	457029	-
NP_0920A	CHR	457591	458571	+	1	457591	458571	-
NP_0922A	CHR	458890	460650	+	1	458890	460650	-
NP_0924A	CHR	460655	461101	+	2	460655	461101	-
NP_0926A	CHR	461133	461807	-	-1	461807	461133	-
NP_0928A	CHR	461925	462092	+	3	461925	462092	-
NP_0930A	CHR	462178	464019	+	1	462178	464019	-
NP_0932A	CHR	464016	464246	-	-1	464246	464016	-
NP_0934A	CHR	464243	464482	-	-2	464482	464243	-
NP_0936A	CHR	464588	465829	+	2	464588	465829	-
NP_0938A	CHR	465877	466338	+	1	465877	466338	-
NP_0940A	CHR	466421	466837	+	2	466421	466837	-
NP_0942A	CHR	466846	467745	+	1	466846	467745	-
NP_0944A	CHR	467813	469333	-	-2	469333	467813	-
